事件名称,综合影响力,媒体参与家数,央媒得分,公众舆论指数,平均传播速度（条/小时）_对数变换,峰值传播速度（条/小时）_对数变换,事件持续时长(小时)_对数变换,渠道总数_对数变换,意见领袖总影响力(万)_对数变换,首发媒体权威度_1级,首发媒体权威度_2级,首发媒体权威度_3级,首发媒体权威度_4级,媒体权威度等级,是否为谣言
杨鸣唐佳良离婚,67.3,19,0.35,0.091,2.63905733,6.00635316,5.18178355,4.700480366,8.999001866,0,1,0,0,2,0
银行回应女子30万存款无法取出,63.5,13,0.35,0.028,1.609437912,4.59511985,5.18178355,3.828641396,8.702510257,0,1,0,0,2,0
C咖官宣代言人王一博,61.1,0,0.06,0.02,3.465735903,6.685860947,5.18178355,1.098612289,8.895218584,0,0,0,1,4,0
名创优品股价大跌,57.2,8,0.12,0.015,1.098612289,3.850147602,5.18178355,2.63905733,6.9902565,0,1,0,0,2,0
蔚来获得独立生产资质,67.9,31,1.16,0.045,2.302585093,5.164785974,5.308267697,4.779123493,8.549853974,0,0,1,0,3,0
国际金价创历史新高,76.2,74,2.44,0.11,3.433987204,5.231108617,5.308267697,5.758901774,8.92385758,0,1,0,0,2,0
喜茶涉违反宗教事务管理条例被约谈,71.2,49,1.34,0.17,2.944438979,6.257667588,5.308267697,5.370638028,8.752739509,0,1,0,0,2,0
喜茶发布真茶标准,47.3,6,0.17,0.002,0.693147181,2.302585093,4.795790546,2.079441542,7.692569648,0,0,1,0,3,0
比亚迪方程豹百公里油耗18升,67.8,34,1.16,0.054,2.890371758,5.135798437,4.795790546,4.804021045,9.157572306,0,0,1,0,3,0
爱驰汽车被列为失信被执行人,48.8,4,0.0,0.003,0.693147181,2.708050201,4.795790546,2.079441542,6.246106765,0,0,1,0,3,0
2023年国际乒联混合团体世界杯,77.3,79,2.13,0.12,3.761200116,6.593044534,5.579729826,6.878326468,9.987552928,0,1,0,0,2,0
五月天假唱风波,85.6,92,2.96,0.45,5.056245805,7.02464903,5.666426688,7.342131731,9.765603845,0,1,0,0,2,0
腾讯视频崩了,74.1,39,0.52,0.22,5.33753808,9.472473841,4.976733742,5.105945474,8.838986793,0,0,1,0,3,0
东航一航班报故障备降厦门,71.4,57,1.11,0.16,2.890371758,6.056784013,4.976733742,6.075346031,9.030615441,0,0,1,0,3,0
安徽一三甲医院超收患者近22万元医疗费,69.9,58,1.8,0.085,2.890371758,5.683579767,4.976733742,5.627621114,9.205930663,0,0,0,1,4,0
比亚迪公关总经理称遭恶意抹黑,67.7,29,1.05,0.06,2.564949357,5.123963979,4.976733742,4.521788577,9.104090572,0,0,1,0,3,0
理想测试车多次变道阻挡车辆,62.9,19,0.23,0.028,2.708050201,5.332718793,4.976733742,3.761200116,8.470101584,0,0,1,0,3,0
现代汽车高管称永远比中国车更高端,51.7,3,0.0,0.006,0.693147181,3.17805383,4.976733742,1.791759469,8.407155086,0,0,0,1,4,0
陈志朋被曝两次偷税漏税,70.8,24,0.29,0.15,3.044522438,5.966146739,5.081404365,4.795790546,8.985320061,0,1,0,0,2,0
美团买菜更名为小象超市,60.9,32,0.93,0.019,1.945910149,4.127134385,5.129898715,4.007333185,7.855157006,0,1,0,0,2,0
瑞幸状告泰国瑞幸败诉,64.9,18,0.52,0.034,2.079441542,5.003946306,5.129898715,4.382026635,8.173011312,0,1,0,0,2,0
亿万富豪找回丢失25年的儿子,74.4,42,0.76,0.15,2.890371758,5.123963979,5.579729826,5.627621114,9.304832035,0,1,0,0,2,0
中信银行被罚逾2.2亿元,63.2,38,0.93,0.036,1.609437912,5.318119994,5.262690189,4.553876892,8.498825534,0,1,0,0,2,0
国家金融监管总局公布22张罚单,61.2,32,1.51,0.031,1.386294361,3.970291914,5.262690189,4.304065093,7.693937326,0,1,0,0,2,0
江淮与华为签署10年有效合作协议,69.1,21,0.87,0.046,2.708050201,4.86753445,5.262690189,4.510859507,8.798756583,0,1,0,0,2,0
广州昌世茶金融茶骗局事件,65.0,20,0.52,0.033,1.098612289,3.850147602,6.376726948,4.430816799,8.524168805,0,1,0,0,2,0
重庆奉节村民称全村土地费存银行后不翼而飞,51.0,3,0.06,0.0,0.693147181,3.465735903,4.976733742,2.197224577,7.510430556,1,0,0,0,1,0
宝马奔驰将在中国设立合资公司,68.3,41,1.28,0.03,2.63905733,5.361292166,5.198497031,4.983606622,9.033722518,0,1,0,0,2,0
拼多多员工实行11-11-6工作制,61.4,6,0.06,0.028,1.609437912,5.402677382,5.209486153,3.33220451,8.603370888,0,0,1,0,3,0
万达回应王思聪签约文旅生意,58.8,14,0.35,0.016,1.098612289,3.63758616,5.214935758,3.988984047,7.884952946,0,1,0,0,2,0
山西太原3.7级地震,65.1,22,0.7,0.034,2.397895273,6.49677499,5.365976015,4.007333185,8.200013648,1,0,0,0,1,0
消息称台积电7nm制程降价,53.3,5,0.12,0.004,0.693147181,3.044522438,5.262690189,2.48490665,6.646390515,0,1,0,0,2,0
百果园集团被列入经营异常名录,55.1,18,0.29,0.011,0.693147181,3.970291914,5.262690189,3.33220451,6.492239835,1,0,0,0,1,0
红米K70系列新品发布会,67.4,16,0.12,0.02,2.63905733,5.476463552,5.379897354,4.442651256,9.469545806,0,0,1,0,3,0
迪丽热巴新疆舞获外交部矩阵外网推荐,67.9,30,0.72,0.021,2.197224577,4.804021045,6.224558429,4.442651256,9.320001626,0,0,0,1,4,0
美国前国务卿基辛格去世,80.0,121,4.65,0.31,3.970291914,7.942362238,5.398162702,7.071573364,9.643744849,1,0,0,0,1,0
良品铺子将实施17年来最大规模降价,68.2,33,0.93,0.037,2.302585093,4.33073334,5.416100402,4.859812404,7.823245691,0,1,0,0,2,0
吉利控股集团与蔚来签署换电战略合作协议,66.5,28,0.76,0.027,2.197224577,5.18178355,5.323009979,4.369447852,8.76264603,0,1,0,0,2,0
网传西藏阿里全体公务员为一女子献血,74.3,47,0.64,0.053,3.433987204,6.246106765,5.379897354,5.379897354,9.403437002,0,1,0,0,2,0
武大130周年雷军捐13亿,74.2,72,2.09,0.091,3.33220451,6.419994928,5.379897354,5.945420609,9.150696519,0,0,1,0,3,0
中国银行业协会原副秘书长被双开,56.9,20,1.11,0.006,0.693147181,4.369447852,5.379897354,3.663561646,7.99530662,0,0,1,0,3,0
网红“小涛在非洲”埃塞俄比亚遇害,62.2,10,0.12,0.015,1.386294361,5.351858133,5.446737372,3.871201011,8.492900499,0,1,0,0,2,0
波司登回应高价羽绒服,57.0,7,0.06,0.005,0.693147181,3.583518938,5.549076085,3.295836866,7.442492723,0,0,1,0,3,0
新一代国产CPU正式发布,67.6,72,2.51,0.032,2.63905733,5.525452939,4.997212274,5.081404365,8.486115236,0,0,1,0,3,0
余华英拐卖儿童案二审,69.8,59,1.69,0.055,2.772588722,5.762051383,5.049856007,5.707110265,8.939974177,0,0,1,0,3,0
拼多多发布2023第三季度财报,77.9,70,2.5,0.11,3.713572067,6.144185634,5.579729826,6.318968114,9.456184309,0,0,0,1,4,0
首届中国国际供应链促进博览会在京开幕,80.2,152,8.2,0.18,3.80666249,6.109247583,5.579729826,7.678326357,9.356862025,0,0,1,0,3,0
网友举报转转二手手机出具阴阳检测报告,67.4,28,0.64,0.04,2.397895273,5.765191103,5.049856007,4.304065093,8.482187582,0,0,1,0,3,0
黑龙江煤矿事故致11人遇难,68.8,67,2.1,0.046,2.63905733,6.161207322,5.049856007,5.641907071,8.746080217,1,0,0,0,1,0
安世半导体收购案获荷兰政府批准,51.1,6,0.06,0.002,0.693147181,2.890371758,5.049856007,2.079441542,5.749392986,0,0,1,0,3,0
湖北一学校用霉变生虫大米做学生餐,53.0,11,0.29,0.003,0.693147181,2.833213344,5.049856007,2.995732274,7.405495663,0,1,0,0,2,0
潘功胜召开在港金融机构座谈会,58.7,12,0.88,0.005,1.386294361,4.143134726,5.049856007,3.218875825,6.767343125,0,1,0,0,2,0
沪上阿姨变更为股份制公司,52.5,8,0.12,0.004,0.693147181,3.737669618,5.049856007,2.708050201,5.700443573,0,1,0,0,2,0
富士康将在印度投资15亿美元,53.7,7,0.0,0.002,1.098612289,2.63905733,5.049856007,2.397895273,7.037905963,0,1,0,0,2,0
Shein或将赴美IPO,64.4,20,0.41,0.013,1.945910149,4.025351691,5.049856007,3.761200116,9.352100317,0,1,0,0,2,0
英伟达CEO称会为中国特供芯片,54.6,7,0.06,0.005,0.693147181,3.583518938,5.049856007,2.63905733,7.595387279,0,1,0,0,2,0
英伟达扩大自动驾驶中国团队,59.5,14,0.35,0.009,1.609437912,4.143134726,5.049856007,3.36729583,7.471363088,0,1,0,0,2,0
喜茶联名无语菩萨,74.2,62,1.62,0.18,3.135494216,6.921658184,5.888877958,5.602118821,8.99305463,1,0,0,0,1,0
滴滴系统故障,82.8,141,4.85,0.3,5.697093487,8.914894909,5.062595033,7.416378479,9.199481629,0,0,1,0,3,0
《南海归墟》开播,71.8,21,0.12,0.027,2.63905733,5.393627546,6.504288174,4.248495242,9.307739278,0,0,0,1,4,0
中国恒大被强执11亿,61.6,10,0.12,0.013,1.386294361,4.077537444,5.111987788,3.218875825,7.704811923,0,1,0,0,2,0
网红痞幼就盗用他人视频道歉,66.2,18,0.29,0.034,2.302585093,5.488937726,5.117993812,4.204692619,8.784468454,0,0,0,1,4,0
万达影视被强制执行2517万,49.8,4,0.35,0.002,0.693147181,3.17805383,5.123963979,2.197224577,2.995732274,1,0,0,0,1,0
富力地产欠税4908万,53.8,4,0.06,0.005,0.693147181,4.553876892,5.135798437,2.079441542,5.950642553,0,1,0,0,2,0
瑞幸咖啡官宣易烊千玺为全球品牌代言人,67.6,2,0.0,0.032,4.077537444,6.899723107,5.529429088,1.386294361,9.178952899,0,0,1,0,3,0
B站华为达成合作,62.1,12,0.06,0.019,1.791759469,5.231108617,5.192956851,3.218875825,8.872627366,0,1,0,0,2,0
字节跳动官宣大规模收缩游戏业务,73.1,43,1.58,0.094,3.583518938,6.523562306,5.192956851,5.433722004,8.968268811,0,0,1,0,3,0
北交所加强交易监管,66.8,21,0.99,0.026,2.397895273,5.099866428,5.192956851,3.850147602,8.252706677,0,1,0,0,2,0
姚振华及宝能集团被强执65亿,55.9,8,0.35,0.007,1.098612289,4.234106505,5.192956851,2.708050201,7.177782416,0,1,0,0,2,0
特斯拉要求刹车失灵女车主赔款,69.0,25,0.35,0.058,2.995732274,6.91671502,5.192956851,4.343805422,9.059633755,0,0,1,0,3,0
中共中央政治局召开会议,69.2,80,4.79,0.04,2.944438979,6.436150368,5.192956851,5.411646052,8.678801707,1,0,0,0,1,0
八部门发布民营经济 25条,73.6,119,6.2,0.078,3.63758616,6.035481433,5.192956851,6.21860012,8.753687227,0,1,0,0,2,0
蜜雪冰城发文否认告马嘉祺损害品牌形象,55.5,1,0.0,0.007,2.302585093,5.556828062,5.192956851,1.098612289,8.884610232,0,0,0,1,4,0
三只羊网络CEO回应上市传闻,56.7,4,0.12,0.008,1.386294361,4.204692619,4.615120517,2.397895273,7.134093721,0,0,1,0,3,0
常州一女子在政务服务中心发火,61.1,12,0.29,0.015,1.386294361,4.007333185,4.976733742,3.688879454,8.823058934,0,1,0,0,2,0
特斯拉连撞11车事故,74.0,58,1.11,0.094,3.988984047,6.610696045,4.976733742,5.627621114,8.842171049,0,0,1,0,3,0
长安汽车与华为签投资合作备忘录,77.9,62,2.98,0.17,4.584967479,6.625392368,4.976733742,5.942799375,9.205830216,0,0,0,1,4,0
联通上门推销与户主起争执,51.6,3,0.06,0.006,0.693147181,2.890371758,4.976733742,2.833213344,6.620073207,0,1,0,0,2,0
12306回应车门未关旅客欲上车被拒,53.1,3,0.06,0.004,0.693147181,3.433987204,4.976733742,2.564949357,7.668093709,0,1,0,0,2,0
中基协修订规则强化从业人员自律约束,61.2,19,0.7,0.026,1.609437912,3.951243719,4.795790546,3.784189634,8.340694648,0,1,0,0,2,0
杭州中考专用跳绳78元1根,60.7,36,0.93,0.023,1.609437912,4.553876892,4.890349128,4.343805422,8.438366411,0,1,0,0,2,0
中方将对法德意等六国试行免签,66.6,36,0.82,0.034,2.079441542,5.65248918,5.204006687,4.820281566,9.030136571,0,1,0,0,2,0
加沙地带停火协议正式生效,80.4,84,2.96,0.093,2.708050201,5.991464547,6.6147256,7.318539549,9.405907156,0,1,0,0,2,0
吴秀波及其公司被强执4.66亿,66.0,21,0.58,0.04,2.708050201,5.18178355,4.905274778,4.564348191,8.79769958,0,1,0,0,2,0
吴亦凡案二审维持13年原判,75.3,70,2.1,0.18,3.988984047,7.854769183,5.075173815,6.102558595,9.371012597,0,0,1,0,3,0
甘肃武威发生交通事故致8死3伤,54.5,12,0.47,0.006,0.693147181,3.135494216,4.919980926,3.401197382,6.735780014,0,1,0,0,2,0
迪丽热巴新疆舞获外交部矩阵外网推荐,67.9,30,0.72,0.021,2.197224577,4.804021045,6.224558429,4.442651256,9.320001626,0,0,0,1,4,0
美国前国务卿基辛格去世,80.0,121,4.65,0.31,3.970291914,7.942362238,5.398162702,7.071573364,9.643744849,1,0,0,0,1,0
良品铺子将实施17年来最大规模降价,68.2,33,0.93,0.037,2.302585093,4.33073334,5.416100402,4.859812404,7.823245691,0,1,0,0,2,0
宝马奔驰将在中国设立合资公司,68.3,41,1.28,0.03,2.63905733,5.361292166,5.198497031,4.983606622,9.033722518,0,1,0,0,2,0
拼多多员工实行11-11-6工作制,61.4,6,0.06,0.028,1.609437912,5.402677382,5.209486153,3.33220451,8.603370888,0,0,1,0,3,0
万达回应王思聪签约文旅生意,58.8,14,0.35,0.016,1.098612289,3.63758616,5.214935758,3.988984047,7.884952946,0,1,0,0,2,0
山西太原3.7级地震,65.1,22,0.7,0.034,2.397895273,6.49677499,5.365976015,4.007333185,8.200013648,1,0,0,0,1,0
消息称台积电7nm制程降价,53.3,5,0.12,0.004,0.693147181,3.044522438,5.262690189,2.48490665,6.646390515,0,1,0,0,2,0
百果园集团被列入经营异常名录,55.1,18,0.29,0.011,0.693147181,3.970291914,5.262690189,3.33220451,6.492239835,1,0,0,0,1,0
红米K70系列新品发布会,67.4,16,0.12,0.02,2.63905733,5.476463552,5.379897354,4.442651256,9.469545806,0,0,1,0,3,0
吉利控股集团与蔚来签署换电战略合作协议,66.5,28,0.76,0.027,2.197224577,5.18178355,5.323009979,4.369447852,8.76264603,0,1,0,0,2,0
网传西藏阿里全体公务员为一女子献血,74.3,47,0.64,0.053,3.433987204,6.246106765,5.379897354,5.379897354,9.403437002,0,1,0,0,2,0
武大130周年雷军捐13亿,74.2,72,2.09,0.091,3.33220451,6.419994928,5.379897354,5.945420609,9.150696519,0,0,1,0,3,0
中国银行业协会原副秘书长被双开,56.9,20,1.11,0.006,0.693147181,4.369447852,5.379897354,3.663561646,7.99530662,0,0,1,0,3,0
网红“小涛在非洲”埃塞俄比亚遇害,62.2,10,0.12,0.015,1.386294361,5.351858133,5.446737372,3.871201011,8.492900499,0,1,0,0,2,0
波司登回应高价羽绒服,57.0,7,0.06,0.005,0.693147181,3.583518938,5.549076085,3.295836866,7.442492723,0,0,1,0,3,0
新一代国产CPU正式发布,67.6,72,2.51,0.032,2.63905733,5.525452939,4.997212274,5.081404365,8.486115236,0,0,1,0,3,0
余华英拐卖儿童案二审,69.8,59,1.69,0.055,2.772588722,5.762051383,5.049856007,5.707110265,8.939974177,0,0,1,0,3,0
拼多多发布2023第三季度财报,77.9,70,2.5,0.11,3.713572067,6.144185634,5.579729826,6.318968114,9.456184309,0,0,0,1,4,0
首届中国国际供应链促进博览会在京开幕,80.2,152,8.2,0.18,3.80666249,6.109247583,5.579729826,7.678326357,9.356862025,0,0,1,0,3,0
网友举报转转二手手机出具阴阳检测报告,67.4,28,0.64,0.04,2.397895273,5.765191103,5.049856007,4.304065093,8.482187582,0,0,1,0,3,0
黑龙江煤矿事故致11人遇难,68.8,67,2.1,0.046,2.63905733,6.161207322,5.049856007,5.641907071,8.746080217,1,0,0,0,1,0
安世半导体收购案获荷兰政府批准,51.1,6,0.06,0.002,0.693147181,2.890371758,5.049856007,2.079441542,5.749392986,0,0,1,0,3,0
湖北一学校用霉变生虫大米做学生餐,53.0,11,0.29,0.003,0.693147181,2.833213344,5.049856007,2.995732274,7.405495663,0,1,0,0,2,0
潘功胜召开在港金融机构座谈会,58.7,12,0.88,0.005,1.386294361,4.143134726,5.049856007,3.218875825,6.767343125,0,1,0,0,2,0
沪上阿姨变更为股份制公司,52.5,8,0.12,0.004,0.693147181,3.737669618,5.049856007,2.708050201,5.700443573,0,1,0,0,2,0
富士康将在印度投资15亿美元,53.7,7,0.0,0.002,1.098612289,2.63905733,5.049856007,2.397895273,7.037905963,0,1,0,0,2,0
Shein或将赴美IPO,64.4,20,0.41,0.013,1.945910149,4.025351691,5.049856007,3.761200116,9.352100317,0,1,0,0,2,0
英伟达CEO称会为中国特供芯片,54.6,7,0.06,0.005,0.693147181,3.583518938,5.049856007,2.63905733,7.595387279,0,1,0,0,2,0
英伟达扩大自动驾驶中国团队,59.5,14,0.35,0.009,1.609437912,4.143134726,5.049856007,3.36729583,7.471363088,0,1,0,0,2,0
喜茶联名无语菩萨,74.2,62,1.62,0.18,3.135494216,6.921658184,5.888877958,5.602118821,8.99305463,1,0,0,0,1,0
滴滴系统故障,82.8,141,4.85,0.3,5.697093487,8.914894909,5.062595033,7.416378479,9.199481629,0,0,1,0,3,0
《南海归墟》开播,71.8,21,0.12,0.027,2.63905733,5.393627546,6.504288174,4.248495242,9.307739278,0,0,0,1,4,0
中国恒大被强执11亿,61.6,10,0.12,0.013,1.386294361,4.077537444,5.111987788,3.218875825,7.704811923,0,1,0,0,2,0
网红痞幼就盗用他人视频道歉,66.2,18,0.29,0.034,2.302585093,5.488937726,5.117993812,4.204692619,8.784468454,0,0,0,1,4,0
万达影视被强制执行2517万,49.8,4,0.35,0.002,0.693147181,3.17805383,5.123963979,2.197224577,2.995732274,1,0,0,0,1,0
富力地产欠税4908万,53.8,4,0.06,0.005,0.693147181,4.553876892,5.135798437,2.079441542,5.950642553,0,1,0,0,2,0
瑞幸咖啡官宣易烊千玺为全球品牌代言人,67.6,2,0.0,0.032,4.077537444,6.899723107,5.529429088,1.386294361,9.178952899,0,0,1,0,3,0
B站华为达成合作,62.1,12,0.06,0.019,1.791759469,5.231108617,5.192956851,3.218875825,8.872627366,0,1,0,0,2,0
字节跳动官宣大规模收缩游戏业务,73.1,43,1.58,0.094,3.583518938,6.523562306,5.192956851,5.433722004,8.968268811,0,0,1,0,3,0
北交所加强交易监管,66.8,21,0.99,0.026,2.397895273,5.099866428,5.192956851,3.850147602,8.252706677,0,1,0,0,2,0
姚振华及宝能集团被强执65亿,55.9,8,0.35,0.007,1.098612289,4.234106505,5.192956851,2.708050201,7.177782416,0,1,0,0,2,0
特斯拉要求刹车失灵女车主赔款,69.0,25,0.35,0.058,2.995732274,6.91671502,5.192956851,4.343805422,9.059633755,0,0,1,0,3,0
中共中央政治局召开会议,69.2,80,4.79,0.04,2.944438979,6.436150368,5.192956851,5.411646052,8.678801707,1,0,0,0,1,0
八部门发布民营经济 25条,73.6,119,6.2,0.078,3.63758616,6.035481433,5.192956851,6.21860012,8.753687227,0,1,0,0,2,0
蜜雪冰城发文否认告马嘉祺损害品牌形象,55.5,1,0.0,0.007,2.302585093,5.556828062,5.192956851,1.098612289,8.884610232,0,0,0,1,4,0
三只羊网络CEO回应上市传闻,56.7,4,0.12,0.008,1.386294361,4.204692619,4.615120517,2.397895273,7.134093721,0,0,1,0,3,0
常州一女子在政务服务中心发火,61.1,12,0.29,0.015,1.386294361,4.007333185,4.976733742,3.688879454,8.823058934,0,1,0,0,2,0
特斯拉连撞11车事故,74.0,58,1.11,0.094,3.988984047,6.610696045,4.976733742,5.627621114,8.842171049,0,0,1,0,3,0
长安汽车与华为签投资合作备忘录,77.9,62,2.98,0.17,4.584967479,6.625392368,4.976733742,5.942799375,9.205830216,0,0,0,1,4,0
联通上门推销与户主起争执,51.6,3,0.06,0.006,0.693147181,2.890371758,4.976733742,2.833213344,6.620073207,0,1,0,0,2,0
12306回应车门未关旅客欲上车被拒,53.1,3,0.06,0.004,0.693147181,3.433987204,4.976733742,2.564949357,7.668093709,0,1,0,0,2,0
中基协修订规则强化从业人员自律约束,61.2,19,0.7,0.026,1.609437912,3.951243719,4.795790546,3.784189634,8.340694648,0,1,0,0,2,0
杭州中考专用跳绳78元1根,60.7,36,0.93,0.023,1.609437912,4.553876892,4.890349128,4.343805422,8.438366411,0,1,0,0,2,0
中方将对法德意等六国试行免签,66.6,36,0.82,0.034,2.079441542,5.65248918,5.204006687,4.820281566,9.030136571,0,1,0,0,2,0
加沙地带停火协议正式生效,80.4,84,2.96,0.093,2.708050201,5.991464547,6.6147256,7.318539549,9.405907156,0,1,0,0,2,0
吴秀波及其公司被强执4.66亿,66.0,21,0.58,0.04,2.708050201,5.18178355,4.905274778,4.564348191,8.79769958,0,1,0,0,2,0
吴亦凡案二审维持13年原判,75.3,70,2.1,0.18,3.988984047,7.854769183,5.075173815,6.102558595,9.371012597,0,0,1,0,3,0
甘肃武威发生交通事故致8死3伤,54.5,12,0.47,0.006,0.693147181,3.135494216,4.919980926,3.401197382,6.735780014,0,1,0,0,2,0
12月1日起上海全面禁用“生鲜灯”,64.4,21,0.29,0.017,2.079441542,4.718498871,4.976733742,4.615120517,8.112827479,0,0,1,0,3,0
上海交大就“食堂吃出针头”致歉,65.4,36,0.94,0.059,2.197224577,4.955827058,4.976733742,5.33753808,8.567696174,0,0,1,0,3,0
阿里达摩院裁撤量子实验室,62.0,23,0.35,0.015,1.945910149,4.007333185,4.976733742,4.025351691,8.108924156,0,1,0,0,2,0
刘红兵任广东省副省长,54.1,22,0.76,0.005,0.693147181,4.744932128,5.056245805,3.80666249,5.288267031,0,1,0,0,2,0
荣耀100 Pro正式发布,70.6,22,0.53,0.047,3.17805383,6.240275845,5.056245805,4.644390899,9.274535084,0,0,1,0,3,0
美团将起诉四名冒充骑手摆拍网红,66.7,45,0.76,0.029,2.564949357,6.013715156,5.068904202,4.682131227,9.057072636,0,1,0,0,2,0
OPPO Reno11系列发布,63.8,32,1.23,0.012,2.197224577,4.787491743,5.068904202,4.927253685,8.62837672,0,0,1,0,3,0
阿里钉钉与华为达成合作,63.5,22,0.29,0.015,2.197224577,5.533389489,5.068904202,3.583518938,9.127502094,0,1,0,0,2,0
茅台辞职独董任北京大学党委副书记,51.2,9,0.12,0.003,0.693147181,3.044522438,5.129898715,2.564949357,5.913503006,0,1,0,0,2,0
四川两县禁止私熏腊肉,65.4,26,0.53,0.02,2.079441542,5.030437921,5.129898715,4.605170186,8.907612341,1,0,0,0,1,0
霸王茶姬回应小程序拥堵,61.7,13,0.0,0.01,1.945910149,5.220355825,5.129898715,3.526360525,8.210396255,0,1,0,0,2,0
中消协点名小杨哥徒弟低俗带货,67.6,26,0.35,0.036,2.708050201,5.521460918,5.129898715,4.584967479,8.930361884,0,1,0,0,2,0
茶百道与霸王茶姬等合资成立新公司,61.3,17,0.41,0.01,1.609437912,4.672828834,5.129898715,3.663561646,8.377931124,0,1,0,0,2,0
北交所首批主题基金解禁,63.5,24,1.46,0.011,1.791759469,4.532599493,5.129898715,4.204692619,7.677400431,0,1,0,0,2,0
